industry,subscription_type,country,usage_frequency,login_activity,support_tickets,monthly_spend,payment_history,churn
Finance,Enterprise,UK,19.0,106.0,3,310,On_time,0
Technology,Enterprise,Germany,20.0,56.0,3,155,On_time,0
Technology,Basic,Australia,20.0,97.0,3,382,Late,0
Retail,Pro,USA,9.0,88.0,0,60,Late,0
Technology,Enterprise,Germany,17.0,88.0,3,211,Late,0
Finance,Pro,Australia,11.0,110.0,1,65,Failed,0
Finance,Enterprise,Australia,1.0,40.0,3,287,Late,0
Technology,Pro,India,33.0,45.0,4,177,Failed,0
Technology,Pro,USA,23.0,49.0,2,497,Failed,1
Education,Enterprise,Australia,33.0,36.0,1,431,Late,0
Technology,Basic,UK,40.0,84.0,2,60,On_time,0
Education,Enterprise,India,39.0,2.0,3,285,Late,0
Retail,Basic,India,14.0,82.0,1,58,Late,0
Retail,Pro,Germany,28.0,3.0,1,21,Failed,1
Healthcare,Basic,UK,29.0,38.0,5,330,Late,0
Technology,Basic,Sri lanka,15.0,90.0,3,427,Late,0
Education,Basic,Sri lanka,38.0,28.0,2,448,Late,0
Technology,Pro,UK,9.0,53.0,2,307,On_time,0
Retail,Enterprise,Sri lanka,3.0,67.0,3,67,Late,0
Technology,Enterprise,India,32.0,57.0,0,399,On_time,0
Healthcare,Enterprise,UK,33.0,24.0,1,440,Failed,1
Travel,Basic,UK,7.0,68.0,0,340,Failed,0
Travel,Enterprise,Germany,1.0,47.0,1,463,Failed,1
Education,Pro,India,18.0,92.0,0,498,On_time,0
Finance,Enterprise,UK,27.0,11.0,2,437,Late,0
Healthcare,Enterprise,Australia,12.0,102.0,2,344,Failed,0
Healthcare,Pro,USA,30.0,88.0,3,382,On_time,0
Technology,Enterprise,Germany,27.0,106.0,1,144,Late,0
Travel,Basic,India,15.0,117.0,2,189,Failed,0
Healthcare,Basic,UK,37.0,35.0,4,450,Late,0
Healthcare,Pro,USA,17.0,109.0,5,328,Failed,1
Travel,Pro,India,23.0,51.0,3,360,Failed,0
Healthcare,Basic,Germany,21.0,44.0,2,466,Late,0
Travel,Pro,India,24.0,99.0,1,454,On_time,0
Finance,Basic,USA,17.0,99.0,4,360,On_time,0
Healthcare,Basic,Germany,8.0,28.0,3,110,Late,0
Healthcare,Pro,Sri lanka,34.0,11.0,2,265,Late,0
Technology,Pro,USA,11.0,103.0,0,484,Failed,1
Healthcare,Pro,Australia,20.0,41.0,2,166,Late,0
Finance,Pro,UK,26.0,48.0,0,327,Late,0
Education,Pro,Germany,32.0,70.0,2,436,Late,0
Education,Pro,Australia,24.0,23.0,2,261,On_time,0
Technology,Pro,Australia,17.0,51.0,3,258,On_time,0
Finance,Pro,USA,4.0,7.0,2,135,Late,1
Technology,Basic,UK,17.0,81.0,2,313,Failed,1
Retail,Basic,Australia,3.0,59.0,0,450,Failed,0
Finance,Basic,Sri lanka,31.0,119.0,0,499,Failed,1
Technology,Pro,USA,22.0,93.0,0,342,Late,0
Technology,Enterprise,India,10.0,42.0,3,54,On_time,0
Healthcare,Basic,Germany,30.0,57.0,4,49,Failed,0
Education,Pro,India,7.0,67.0,3,251,On_time,0
Travel,Basic,UK,8.0,5.0,4,42,Failed,0
Technology,Pro,Germany,9.0,34.0,0,403,Late,0
Technology,Pro,Australia,4.0,30.0,0,94,Failed,1
Finance,Enterprise,Australia,35.0,72.0,0,207,Failed,0
Travel,Pro,UK,13.0,45.0,1,102,Late,0
Retail,Basic,UK,38.0,16.0,1,181,On_time,0
Education,Pro,UK,16.0,102.0,0,469,On_time,0
Retail,Enterprise,Australia,26.0,13.0,2,470,Failed,0
Retail,Basic,Australia,8.0,87.0,3,72,On_time,0
Technology,Pro,Sri lanka,39.0,65.0,1,288,Late,0
Education,Enterprise,India,21.0,19.0,2,356,On_time,0
Education,Enterprise,USA,23.0,32.0,3,179,On_time,0
Finance,Enterprise,Australia,14.0,50.0,5,490,Late,0
Technology,Basic,UK,8.0,82.0,1,309,On_time,0
Retail,Pro,Australia,18.0,98.0,2,460,On_time,0
Technology,Pro,Germany,31.0,113.0,1,115,Failed,0
Travel,Pro,Australia,22.0,38.0,3,447,On_time,0
Education,Basic,Australia,29.0,28.0,0,84,Failed,0
Retail,Enterprise,USA,19.0,9.0,4,196,Failed,1
Retail,Pro,UK,6.0,112.0,2,490,Late,0
Travel,Enterprise,USA,26.0,29.0,3,42,On_time,0
Travel,Enterprise,USA,21.0,21.0,2,30,Late,0
Healthcare,Enterprise,UK,17.0,,2,486,Failed,1
Technology,Pro,Germany,,12.0,1,323,On_time,0
Retail,Enterprise,Australia,39.0,28.0,2,275,Late,0
Finance,Pro,Sri lanka,14.0,99.0,1,32,On_time,0
Finance,Basic,UK,18.0,101.0,3,478,On_time,0
Travel,Basic,India,22.0,97.0,2,412,Failed,0
Travel,Basic,Germany,24.0,8.0,3,168,Late,0
Healthcare,Enterprise,Australia,28.0,104.0,2,254,Late,0
Technology,Basic,Sri lanka,35.0,13.0,0,137,Late,0
Retail,Pro,Sri lanka,10.0,53.0,2,184,Late,0
Retail,Basic,Sri lanka,38.0,24.0,3,406,Failed,1
Finance,Basic,Sri lanka,38.0,17.0,4,365,Late,0
Education,Enterprise,Australia,38.0,65.0,3,205,On_time,0
Finance,Basic,Germany,12.0,27.0,1,194,Late,0
Travel,Pro,India,,105.0,0,153,Failed,1
Travel,Basic,UK,7.0,96.0,1,74,On_time,0
Education,Basic,UK,7.0,116.0,4,247,On_time,0
Technology,Pro,Sri lanka,,32.0,4,151,Late,0
Retail,Basic,Australia,40.0,67.0,4,447,Late,0
Technology,Enterprise,USA,26.0,4.0,6,252,On_time,1
Healthcare,Basic,Australia,17.0,59.0,4,358,Late,0
Education,Enterprise,Sri lanka,11.0,77.0,3,340,Late,0
Education,Pro,UK,38.0,88.0,2,193,Failed,1
Healthcare,Pro,Australia,26.0,113.0,2,267,On_time,0
Technology,Enterprise,USA,33.0,50.0,2,141,Failed,1
Retail,Basic,Germany,21.0,46.0,0,313,Failed,0
Education,Pro,India,22.0,62.0,2,241,Failed,0
Retail,Basic,Australia,3.0,94.0,4,350,Late,0
Healthcare,Enterprise,Germany,13.0,50.0,3,374,On_time,0
Retail,Basic,Sri lanka,26.0,,2,38,Late,0
Finance,Basic,India,23.0,55.0,1,409,Late,0
Education,Pro,India,4.0,108.0,7,27,On_time,1
Education,Basic,UK,30.0,96.0,1,446,On_time,0
Retail,Basic,USA,39.0,81.0,1,361,Late,0
Education,Basic,USA,29.0,86.0,4,274,Late,0
Technology,Pro,USA,21.0,88.0,2,451,On_time,0
Healthcare,Enterprise,India,27.0,22.0,1,470,On_time,0
Technology,Pro,Australia,13.0,45.0,0,284,Late,0
Finance,Enterprise,USA,27.0,34.0,1,112,On_time,0
Education,Pro,UK,7.0,113.0,1,113,Failed,1
Education,Basic,Germany,35.0,99.0,4,487,On_time,0
Finance,Enterprise,Australia,27.0,82.0,2,384,Late,0
Technology,Basic,Australia,20.0,116.0,0,334,Late,0
Travel,Enterprise,UK,11.0,41.0,0,397,Late,0
Retail,Enterprise,USA,1.0,17.0,1,444,On_time,1
Healthcare,Basic,Australia,29.0,68.0,3,301,Late,0
Healthcare,Basic,USA,19.0,109.0,4,151,Failed,0
Retail,Basic,USA,23.0,106.0,2,411,Late,0
Travel,Pro,Germany,19.0,112.0,2,343,Failed,1
Healthcare,Enterprise,India,15.0,99.0,4,496,On_time,0
Healthcare,Pro,UK,24.0,24.0,1,460,Failed,0
Healthcare,Pro,Sri lanka,23.0,53.0,1,88,Late,0
Healthcare,Pro,Australia,31.0,53.0,1,268,Late,0
Technology,Pro,India,6.0,101.0,2,104,Failed,0
Technology,Pro,USA,20.0,3.0,1,471,Late,1
Finance,Enterprise,India,28.0,76.0,2,472,Late,0
Finance,Basic,Germany,13.0,87.0,3,454,Failed,0
Healthcare,Enterprise,USA,14.0,57.0,5,168,Late,0
Finance,Basic,Germany,8.0,113.0,2,51,Failed,1
Technology,Pro,Germany,34.0,9.0,2,292,On_time,1
Education,Enterprise,India,4.0,48.0,3,340,On_time,0
Travel,Basic,Australia,25.0,51.0,5,20,Failed,0
Finance,Basic,Sri lanka,23.0,39.0,2,188,On_time,0
Technology,Pro,UK,29.0,73.0,1,327,Late,0
Finance,Pro,Australia,3.0,81.0,4,470,Failed,1
Travel,Basic,Germany,26.0,15.0,3,62,On_time,0
Travel,Pro,India,35.0,104.0,3,235,Failed,0
Travel,Pro,USA,29.0,83.0,3,472,On_time,0
Healthcare,Basic,Germany,27.0,80.0,2,166,Failed,0
Education,Enterprise,Germany,12.0,80.0,0,477,Late,0
Education,Enterprise,USA,25.0,20.0,2,41,On_time,0
Finance,Enterprise,UK,37.0,72.0,2,291,Failed,0
Education,Pro,Sri lanka,19.0,51.0,0,483,Late,0
Technology,Basic,UK,8.0,97.0,2,302,Late,0
Finance,Basic,India,,,4,52,Late,0
Travel,Basic,Australia,19.0,86.0,1,66,On_time,0
Retail,Basic,India,39.0,68.0,3,234,Failed,0
Healthcare,Basic,Australia,19.0,54.0,5,81,Failed,1
Education,Pro,Germany,29.0,74.0,2,337,Failed,1
Technology,Enterprise,Germany,5.0,82.0,2,223,Failed,1
Finance,Pro,Sri lanka,7.0,3.0,1,227,Late,1
Healthcare,Pro,India,2.0,24.0,3,176,Late,0
Finance,Pro,India,38.0,20.0,1,127,Late,0
Travel,Enterprise,Germany,19.0,84.0,0,341,Late,0
Finance,Basic,India,30.0,53.0,0,342,Failed,0
Travel,Enterprise,India,6.0,79.0,3,462,On_time,0
Retail,Basic,Australia,36.0,59.0,3,285,Failed,0
Finance,Basic,Germany,15.0,59.0,2,297,On_time,0
Travel,Basic,UK,36.0,98.0,1,468,On_time,0
Travel,Basic,USA,4.0,7.0,1,404,Late,1
Retail,Enterprise,India,10.0,,3,185,Failed,0
Education,Enterprise,UK,17.0,,0,73,Failed,0
Technology,Pro,India,35.0,,3,112,On_time,0
Technology,Basic,UK,9.0,27.0,0,267,On_time,0
Retail,Enterprise,Australia,28.0,17.0,3,58,On_time,0
Travel,Pro,Sri lanka,23.0,111.0,1,82,On_time,0
Retail,Enterprise,USA,33.0,110.0,1,315,Late,0
Travel,Basic,India,11.0,61.0,1,180,On_time,0
Technology,Pro,India,11.0,16.0,0,323,Late,0
Education,Enterprise,India,10.0,82.0,4,477,Failed,0
Education,Basic,USA,38.0,65.0,2,228,Late,0
Travel,Enterprise,Australia,9.0,6.0,5,206,Failed,1
Education,Pro,UK,21.0,2.0,2,187,On_time,0
Finance,Basic,Sri lanka,36.0,114.0,2,373,On_time,0
Travel,Basic,USA,22.0,11.0,1,233,Late,0
Healthcare,Pro,Sri lanka,7.0,61.0,1,495,Failed,0
Technology,Pro,Sri lanka,15.0,1.0,3,57,Failed,1
Technology,Basic,UK,21.0,112.0,6,471,Failed,0
Technology,Pro,India,5.0,1.0,1,331,Late,0
Retail,Enterprise,Sri lanka,23.0,25.0,1,71,Failed,0
Technology,Pro,Germany,24.0,25.0,3,129,Late,0
Travel,Enterprise,Australia,39.0,80.0,1,156,On_time,0
Technology,Enterprise,Germany,6.0,115.0,3,106,On_time,0
Healthcare,Enterprise,Australia,17.0,76.0,4,184,Failed,0
Travel,Pro,UK,23.0,13.0,3,266,Late,0
Healthcare,Basic,UK,40.0,85.0,3,308,Late,0
Retail,Basic,India,30.0,81.0,3,134,On_time,0
Travel,Enterprise,Sri lanka,36.0,34.0,2,266,Failed,0
Retail,Basic,USA,19.0,118.0,2,156,Failed,0
Healthcare,Pro,USA,33.0,62.0,4,373,On_time,0
Healthcare,Enterprise,Germany,13.0,118.0,1,258,Late,0
Education,Basic,USA,13.0,48.0,1,432,Late,0
Finance,Basic,USA,39.0,88.0,2,324,Failed,0
Technology,Pro,USA,3.0,7.0,6,48,Failed,1
Healthcare,Enterprise,Sri lanka,32.0,26.0,1,175,Failed,1
Education,Pro,Germany,9.0,56.0,4,252,Failed,0
Travel,Basic,Germany,7.0,78.0,3,158,Failed,0
Technology,Enterprise,Sri lanka,30.0,57.0,3,41,On_time,0
Finance,Pro,Australia,6.0,76.0,1,354,Late,0
Healthcare,Pro,India,28.0,116.0,1,341,Failed,0
Technology,Basic,Australia,13.0,45.0,3,342,Late,0
Healthcare,Pro,Sri lanka,19.0,3.0,1,78,Late,1
Travel,Enterprise,Australia,4.0,60.0,3,254,On_time,0
Technology,Basic,India,2.0,62.0,3,226,Failed,1
Education,Pro,Australia,25.0,36.0,5,228,On_time,0
Finance,Pro,India,35.0,101.0,2,111,Late,0
Finance,Pro,Australia,9.0,92.0,1,419,Late,0
Technology,Enterprise,India,23.0,95.0,4,445,On_time,0
Healthcare,Enterprise,Australia,12.0,42.0,2,123,Failed,1
Healthcare,Pro,Sri lanka,40.0,109.0,1,223,Late,0
Finance,Enterprise,India,10.0,44.0,3,390,Failed,0
Education,Pro,UK,26.0,23.0,3,258,Late,0
Education,Enterprise,Sri lanka,3.0,38.0,2,499,Late,1
Finance,Enterprise,UK,28.0,21.0,2,297,On_time,0
Healthcare,Enterprise,Sri lanka,10.0,103.0,6,180,Late,0
Finance,Basic,Australia,28.0,8.0,0,82,Late,0
Retail,Enterprise,UK,22.0,70.0,5,236,Late,0
Technology,Pro,UK,40.0,29.0,2,283,Late,0
Retail,Basic,Sri lanka,11.0,97.0,1,195,Failed,0
Technology,Basic,Sri lanka,27.0,20.0,4,366,Failed,1
Retail,Enterprise,Australia,35.0,95.0,0,272,Late,0
Education,Enterprise,Germany,13.0,113.0,4,323,Late,0
Retail,Enterprise,USA,35.0,86.0,0,481,Late,0
Finance,Basic,India,24.0,114.0,2,275,Failed,0
Retail,Enterprise,Australia,35.0,3.0,6,93,On_time,1
Retail,Pro,Germany,25.0,20.0,3,47,On_time,0
Travel,Basic,India,5.0,63.0,3,132,Late,0
Finance,Basic,USA,20.0,38.0,1,414,On_time,0
Technology,Pro,UK,18.0,,3,152,On_time,0
Finance,Enterprise,Australia,23.0,41.0,2,425,On_time,0
Retail,Basic,Sri lanka,19.0,65.0,2,479,Failed,0
Travel,Pro,UK,22.0,86.0,3,453,Failed,0
Travel,Pro,UK,33.0,119.0,1,315,On_time,0
Healthcare,Basic,Sri lanka,20.0,94.0,7,94,Failed,1
Technology,Pro,USA,8.0,108.0,1,27,Failed,0
Finance,Enterprise,India,29.0,40.0,2,458,Late,0
Education,Basic,USA,16.0,46.0,2,258,Failed,0
Technology,Pro,Germany,27.0,53.0,2,198,Failed,0
Technology,Enterprise,Germany,20.0,37.0,5,295,Failed,0
Retail,Basic,India,39.0,53.0,4,30,Late,0
Technology,Basic,Germany,34.0,50.0,1,270,On_time,0
Education,Enterprise,USA,20.0,50.0,1,71,Failed,0
Travel,Pro,Australia,15.0,101.0,2,91,Late,0
Travel,Enterprise,India,40.0,108.0,2,411,On_time,0
Education,Pro,India,29.0,94.0,0,157,Late,0
Retail,Enterprise,Germany,39.0,28.0,2,120,On_time,0
Travel,Enterprise,Germany,26.0,86.0,2,363,Failed,0
Travel,Enterprise,USA,23.0,22.0,2,115,Late,0
Education,Basic,India,,64.0,2,374,On_time,0
Education,Pro,Sri lanka,23.0,17.0,3,200,On_time,0
Travel,Pro,UK,34.0,9.0,1,37,Late,1
Education,Enterprise,USA,12.0,40.0,1,482,On_time,0
Travel,Enterprise,UK,39.0,13.0,3,101,Late,0
Healthcare,Pro,Sri lanka,13.0,80.0,4,67,On_time,0
Technology,Pro,Germany,18.0,16.0,2,337,Failed,1
Finance,Enterprise,USA,40.0,13.0,5,329,Failed,0
Finance,Basic,Germany,4.0,39.0,3,139,Failed,1
Healthcare,Enterprise,Germany,28.0,53.0,1,256,Failed,0
Retail,Pro,USA,34.0,80.0,4,225,Failed,1
Education,Enterprise,UK,32.0,99.0,4,344,On_time,0
Retail,Basic,India,25.0,41.0,1,103,Late,0
Technology,Enterprise,UK,39.0,22.0,3,224,Late,0
Technology,Basic,Germany,17.0,54.0,2,427,On_time,0
Healthcare,Basic,Germany,8.0,114.0,6,175,Late,0
Travel,Enterprise,USA,25.0,61.0,1,229,On_time,0
Education,Enterprise,Sri lanka,17.0,30.0,4,488,Failed,0
Healthcare,Basic,UK,30.0,21.0,0,356,Late,0
Travel,Basic,Australia,40.0,83.0,4,199,Failed,0
Finance,Enterprise,USA,30.0,33.0,5,307,Late,0
Retail,Enterprise,Sri lanka,15.0,12.0,1,460,Late,0
Technology,Pro,India,8.0,72.0,3,390,Failed,0
Education,Enterprise,Germany,11.0,103.0,0,292,Late,0
Finance,Enterprise,USA,33.0,32.0,4,121,Late,0
Technology,Basic,UK,37.0,109.0,3,158,Failed,0
Healthcare,Basic,UK,24.0,49.0,1,123,On_time,0
Education,Basic,Australia,19.0,103.0,2,47,On_time,0
Technology,Basic,USA,2.0,38.0,4,77,Failed,1
Retail,Enterprise,India,13.0,52.0,2,207,On_time,0
Travel,Basic,Germany,19.0,58.0,1,203,Late,0
Finance,Pro,Germany,28.0,1.0,0,323,Failed,0
Education,Enterprise,UK,40.0,97.0,2,407,Late,0
Travel,Basic,Australia,38.0,108.0,1,203,Failed,0
Retail,Basic,India,12.0,31.0,2,309,On_time,0
Healthcare,Enterprise,India,3.0,24.0,4,342,On_time,1
Healthcare,Basic,Sri lanka,24.0,5.0,0,302,Failed,1
Healthcare,Pro,Germany,16.0,,0,479,Failed,0
Travel,Enterprise,USA,26.0,47.0,4,202,Late,0
Retail,Basic,Sri lanka,1.0,118.0,1,397,Failed,1
Travel,Basic,UK,21.0,89.0,2,391,Failed,0
Travel,Enterprise,India,38.0,15.0,1,482,Failed,0
Healthcare,Pro,USA,25.0,21.0,2,382,Late,0
Travel,Basic,UK,23.0,68.0,1,246,On_time,0
Healthcare,Enterprise,India,22.0,104.0,3,219,On_time,0
Travel,Enterprise,India,11.0,61.0,1,200,Late,0
Technology,Basic,Germany,37.0,56.0,0,377,Failed,0
Healthcare,Pro,Germany,29.0,69.0,0,259,Late,0
Technology,Enterprise,Sri lanka,2.0,65.0,3,442,Late,1
Technology,Pro,USA,26.0,77.0,3,397,Late,0
Education,Basic,India,30.0,73.0,0,205,Late,0
Travel,Enterprise,Australia,21.0,56.0,1,71,On_time,0
Finance,Enterprise,UK,25.0,76.0,1,120,On_time,0
Healthcare,Basic,Germany,1.0,65.0,1,445,Failed,1
Travel,Pro,India,21.0,79.0,3,194,Failed,0
Retail,Enterprise,UK,17.0,17.0,1,185,Failed,0
Education,Basic,UK,17.0,112.0,2,258,Late,0
Finance,Basic,Germany,8.0,61.0,3,182,On_time,0
Travel,Pro,USA,6.0,69.0,3,24,On_time,0
Retail,Basic,UK,26.0,20.0,2,407,On_time,0
Finance,Enterprise,Germany,17.0,14.0,2,418,Late,0
Finance,Enterprise,USA,19.0,63.0,2,422,On_time,0
Technology,Pro,UK,20.0,100.0,2,427,Failed,0
Healthcare,Basic,Germany,17.0,71.0,1,307,Failed,0
Retail,Pro,Sri lanka,36.0,13.0,2,482,On_time,0
Education,Enterprise,Australia,4.0,40.0,1,209,On_time,0
Healthcare,Pro,Australia,4.0,45.0,1,213,On_time,0
Technology,Pro,Australia,31.0,3.0,1,190,Failed,0
Retail,Pro,India,31.0,73.0,2,383,Failed,1
Education,Basic,Australia,39.0,106.0,1,305,Failed,1
Finance,Enterprise,USA,10.0,102.0,3,190,On_time,0
Education,Pro,Germany,23.0,69.0,0,459,Failed,0
Travel,Enterprise,UK,4.0,93.0,3,115,On_time,1
Education,Enterprise,India,9.0,101.0,3,125,Late,0
Travel,Basic,UK,11.0,43.0,4,233,Failed,0
Travel,Enterprise,UK,6.0,35.0,3,270,Failed,0
Technology,Enterprise,UK,3.0,9.0,3,252,Failed,1
Education,Basic,USA,9.0,23.0,0,144,Failed,1
Technology,Basic,USA,5.0,47.0,3,267,On_time,0
Finance,Pro,Germany,25.0,74.0,1,333,On_time,0
Healthcare,Basic,Sri lanka,30.0,119.0,1,374,Late,0
Retail,Basic,Sri lanka,34.0,10.0,1,424,On_time,0
Finance,Basic,India,22.0,45.0,1,401,On_time,0
Travel,Basic,Australia,2.0,76.0,0,485,On_time,0
Travel,Pro,Germany,11.0,16.0,2,365,On_time,0
Technology,Basic,Sri lanka,16.0,6.0,2,317,Late,0
Technology,Basic,Australia,12.0,60.0,3,302,On_time,0
Technology,Basic,Sri lanka,15.0,72.0,3,31,Failed,0
Education,Pro,Germany,13.0,,2,488,Late,0
Education,Basic,India,8.0,69.0,0,311,Failed,0
Healthcare,Enterprise,UK,28.0,118.0,2,419,On_time,0
Education,Basic,Germany,14.0,74.0,5,455,On_time,0
Finance,Basic,USA,19.0,77.0,3,167,Failed,0
Finance,Pro,Germany,25.0,70.0,2,165,Late,0
Finance,Pro,Germany,5.0,54.0,0,64,Failed,0
Healthcare,Enterprise,India,19.0,87.0,3,199,Failed,0
Retail,Pro,UK,36.0,73.0,1,89,Late,0
Travel,Enterprise,Germany,15.0,57.0,1,69,Late,0
Retail,Basic,Germany,18.0,5.0,1,184,Late,0
Healthcare,Basic,USA,22.0,58.0,0,319,Failed,0
Finance,Pro,UK,34.0,77.0,4,403,On_time,0
Retail,Pro,USA,35.0,57.0,4,157,Failed,1
Healthcare,Basic,UK,2.0,66.0,3,264,Late,0
Education,Basic,USA,31.0,107.0,1,360,Late,0
Retail,Basic,India,4.0,71.0,0,325,Late,0
Education,Enterprise,Germany,12.0,95.0,2,66,On_time,0
Finance,Enterprise,India,28.0,53.0,3,429,Failed,0
Retail,Pro,USA,11.0,40.0,0,350,Failed,0
Healthcare,Enterprise,Germany,3.0,12.0,1,201,On_time,1
Finance,Enterprise,Australia,2.0,49.0,3,300,On_time,0
Education,Enterprise,Australia,32.0,10.0,2,380,Failed,0
Healthcare,Basic,Germany,37.0,118.0,0,41,On_time,0
Technology,Pro,UK,20.0,114.0,0,60,Failed,0
Travel,Enterprise,Australia,16.0,34.0,1,31,Failed,0
Education,Pro,Sri lanka,40.0,73.0,1,371,Failed,0
Education,Enterprise,UK,34.0,48.0,0,79,Late,0
Technology,Enterprise,Germany,2.0,65.0,4,213,Late,1
Healthcare,Enterprise,Germany,29.0,15.0,4,353,Failed,1
Travel,Enterprise,India,37.0,18.0,0,181,Late,0
Education,Basic,USA,12.0,22.0,1,439,Late,0
Travel,Pro,Germany,22.0,78.0,4,167,On_time,0
Education,Pro,UK,18.0,38.0,1,142,Late,0
Technology,Enterprise,Australia,16.0,59.0,2,250,Failed,0
Education,Pro,Germany,31.0,78.0,3,218,Late,0
Technology,Pro,Germany,32.0,15.0,0,188,On_time,0
Retail,Basic,Sri lanka,34.0,5.0,0,391,On_time,0
Technology,Basic,Germany,23.0,104.0,1,62,On_time,0
Technology,Enterprise,Australia,33.0,117.0,2,457,On_time,0
Retail,Basic,USA,23.0,32.0,4,428,Failed,0
Technology,Enterprise,Sri lanka,31.0,22.0,3,148,Late,0
Education,Basic,India,20.0,44.0,0,94,On_time,0
Travel,Basic,Germany,39.0,111.0,2,35,Late,0
Education,Enterprise,UK,35.0,20.0,3,356,On_time,0
Healthcare,Pro,Australia,2.0,29.0,3,207,On_time,0
Education,Enterprise,UK,35.0,69.0,5,121,Failed,1
Retail,Pro,India,27.0,45.0,3,130,On_time,0
Technology,Basic,UK,22.0,43.0,1,317,Late,0
Travel,Enterprise,Germany,26.0,112.0,1,96,Failed,0
Retail,Enterprise,India,28.0,9.0,0,230,On_time,0
Finance,Basic,India,39.0,51.0,2,173,Failed,0
Technology,Pro,Australia,27.0,11.0,0,446,On_time,0
Technology,Pro,USA,19.0,64.0,3,374,Failed,1
Healthcare,Basic,Germany,40.0,72.0,3,336,On_time,0
Education,Pro,USA,4.0,25.0,4,328,On_time,1
Travel,Enterprise,Australia,24.0,80.0,0,108,On_time,0
Education,Enterprise,India,4.0,75.0,3,234,Failed,1
Technology,Basic,Australia,23.0,114.0,3,486,Failed,0
Education,Basic,Sri lanka,33.0,36.0,1,367,Late,0
Technology,Enterprise,India,17.0,67.0,2,98,On_time,0
Technology,Enterprise,India,25.0,51.0,0,66,On_time,0
Retail,Pro,India,38.0,64.0,4,157,On_time,0
Retail,Enterprise,Australia,7.0,112.0,2,20,Late,0
Retail,Pro,Sri lanka,,4.0,2,20,Late,1
Retail,Pro,Germany,7.0,94.0,1,27,Failed,0
Technology,Enterprise,Sri lanka,24.0,83.0,2,51,Late,0
Retail,Enterprise,USA,14.0,18.0,2,270,Late,0
Finance,Enterprise,Germany,31.0,4.0,2,451,Failed,1
Finance,Enterprise,Germany,39.0,105.0,1,222,Late,0
Retail,Basic,Sri lanka,,108.0,2,274,Late,0
Finance,Basic,USA,7.0,1.0,2,409,On_time,0
Education,Pro,Australia,6.0,44.0,0,105,On_time,0
Travel,Pro,UK,19.0,101.0,2,445,Late,0
Retail,Enterprise,Germany,33.0,74.0,2,412,Failed,0
Education,Enterprise,USA,21.0,76.0,2,290,Failed,0
Education,Basic,UK,2.0,52.0,0,191,Late,0
Retail,Pro,Sri lanka,18.0,3.0,1,441,Failed,0
Technology,Basic,Australia,,58.0,1,397,Late,0
Retail,Pro,Germany,11.0,68.0,1,117,On_time,0
Education,Pro,India,29.0,88.0,5,163,On_time,0
Education,Enterprise,UK,31.0,14.0,1,198,On_time,0
Technology,Enterprise,UK,9.0,58.0,1,234,Late,0
Retail,Pro,USA,5.0,42.0,2,397,Late,0
Technology,Enterprise,UK,15.0,71.0,1,358,Failed,0
Travel,Basic,Australia,10.0,92.0,2,313,Late,0
Education,Enterprise,Germany,13.0,93.0,3,407,On_time,0
Healthcare,Enterprise,Australia,21.0,67.0,0,362,On_time,0
Travel,Basic,India,16.0,77.0,2,346,On_time,0
Education,Enterprise,Sri lanka,15.0,71.0,0,444,Failed,0
Retail,Basic,India,22.0,24.0,2,227,Failed,1
Travel,Enterprise,USA,8.0,56.0,6,298,On_time,0
Retail,Basic,UK,6.0,111.0,1,209,Failed,0
Finance,Pro,USA,13.0,43.0,1,463,Late,0
Healthcare,Pro,UK,28.0,51.0,2,499,On_time,0
Retail,Pro,India,20.0,92.0,1,342,Failed,1
Retail,Basic,UK,26.0,8.0,2,448,Late,0
Travel,Basic,Germany,13.0,69.0,0,137,On_time,0
Travel,Basic,UK,18.0,111.0,1,320,On_time,0
Technology,Pro,USA,12.0,111.0,4,45,On_time,0
Retail,Pro,Sri lanka,14.0,118.0,4,459,Late,0
Retail,Basic,USA,19.0,82.0,3,47,Failed,1
Education,Enterprise,UK,37.0,26.0,4,329,Failed,0
Education,Enterprise,UK,22.0,16.0,3,458,On_time,0
Travel,Pro,UK,22.0,85.0,1,84,On_time,0
Technology,Basic,India,6.0,23.0,3,96,Late,0
Education,Basic,Sri lanka,18.0,87.0,2,366,Late,0
Technology,Enterprise,Sri lanka,18.0,88.0,1,189,Late,0
Education,Pro,Germany,7.0,50.0,0,366,On_time,0
Healthcare,Enterprise,Sri lanka,6.0,91.0,5,362,Failed,1
Finance,Basic,Australia,20.0,101.0,1,47,On_time,0
Healthcare,Basic,UK,2.0,25.0,1,350,Late,1
Technology,Basic,Germany,38.0,6.0,0,161,Late,0
Travel,Basic,Germany,2.0,40.0,0,392,Late,1
Education,Basic,India,35.0,97.0,0,165,Failed,1
Travel,Basic,Sri lanka,24.0,109.0,2,452,Failed,1
Finance,Enterprise,Australia,34.0,89.0,3,201,Failed,0
Technology,Basic,Australia,9.0,1.0,1,355,Late,0
Finance,Basic,Sri lanka,40.0,55.0,2,40,On_time,0
Technology,Basic,Germany,6.0,96.0,2,29,On_time,0
Healthcare,Enterprise,UK,30.0,116.0,1,400,On_time,0
Travel,Basic,India,9.0,95.0,0,210,Late,0
Technology,Basic,Germany,40.0,9.0,1,228,On_time,0
Finance,Basic,USA,16.0,15.0,2,295,On_time,0
Healthcare,Enterprise,Germany,15.0,18.0,2,128,Late,0
